"","groupid","name","year","failure","allies","alliesties","size","religious","ethnic","drugs","statesponsored","wbgi_gee_cs","polity2","logpop","namerica","latamerica","ssafrica","meast","asia","spline1","spline2","spline3","alliesXgee","alliesXpolity2","alliesXfhouse17","alliesXrgdpch","alliesXcinc","fhouse17","europe","rgdpch","cinc","ccode","age","startdate","enddate"
"1797",397,"Hezbollah",1995,0,9,0.0464738421142101,2,1,1,1,1,-0.195741176605225,NA,8.11286163330078,0,0,0,1,0,1995,1.580246925354,0.0246913582086563,-1.76167058944702,NA,22.5,64.968147277832,0.0062045999802649,2.5,0,7.21868324279785,0.000689400010742247,660,14,1982,9999
"1798",397,"Hezbollah",1996,0,9,0.0464738421142101,2,1,1,1,1,-0.195741176605225,NA,8.12696933746338,0,0,0,1,0,1996,2.25,0.0833333358168602,-1.76167058944702,NA,22.5,66.5049819946289,0.00628830026835203,2.5,0,7.38944244384766,0.000698700023349375,660,15,1982,9999
"1799",397,"Hezbollah",1997,0,9,0.0464738421142101,2,1,1,1,1,-0.195741176605225,NA,8.14113903045654,0,0,0,1,0,1997,3.08641982078552,0.19753086566925,-1.76167058944702,NA,22.5,72.8369140625,0.0068274000659585,2.5,0,8.09299087524414,0.00075860001379624,660,16,1982,9999
"1800",397,"Hezbollah",1998,0,7,0.121122866868973,3,1,1,1,1,-0.195741176605225,NA,8.15529727935791,0,0,0,1,0,1998,4.10802459716797,0.38580247759819,-1.37018823623657,NA,17.5,56.7844924926758,0.00531719997525215,2.5,0,8.11207008361816,0.000759600021410733,660,17,1982,9999
"1801",397,"Hezbollah",1999,0,7,0.121122866868973,3,1,1,1,1,-0.195741176605225,NA,8.16937923431396,0,0,0,1,0,1999,5.33333349227905,0.666666686534882,-1.37018823623657,NA,17.5,53.2754974365234,0.00526050012558699,2.5,0,7.61078548431396,0.000751500017940998,660,18,1982,9999
"1802",397,"Hezbollah",2000,0,7,0.121122866868973,3,1,1,1,1,-0.195741176605225,NA,8.18332099914551,0,0,0,1,0,2000,6.78086423873901,1.05864202976227,-1.37018823623657,NA,17.5,52.5378723144531,0.00557690020650625,2.5,0,7.50541019439697,0.000796700012870133,660,19,1982,9999
"1803",397,"Hezbollah",2001,0,7,0.121122866868973,3,1,1,1,1,-0.195741176605225,NA,8.19715309143066,0,0,0,1,0,2001,8.4580249786377,1.5728394985199,-1.37018823623657,NA,17.5,53.6819610595703,0.00621320027858019,2.5,0,7.66885185241699,0.000887600006535649,660,20,1982,9999
"1804",397,"Hezbollah",2002,0,7,0.121122866868973,3,1,1,1,1,-0.195741176605225,NA,8.21088123321533,0,0,0,1,0,2002,10.3277778625488,2.19074082374573,-1.37018823623657,NA,17.5,51.8125,0.00614039972424507,2.5,0,7.4017858505249,0.000877199985552579,660,21,1982,9999
"1805",397,"Hezbollah",2003,0,7,0.121122866868973,3,1,1,1,1,-0.195741176605225,NA,8.2244119644165,0,0,0,1,0,2003,12.3419752120972,2.88641977310181,-1.37018823623657,NA,17.5,52.6493530273438,0.00599620025604963,2.5,0,7.5213360786438,0.000856600003316998,660,22,1982,9999
"1806",397,"Hezbollah",2004,0,7,0.121122866868973,3,1,1,1,1,-0.195741176605225,NA,8.23765850067139,0,0,0,1,0,2004,14.4524688720703,3.63395071029663,-1.37018823623657,NA,17.5,54.5542221069336,0.00598010001704097,2.5,0,7.79346036911011,0.000854299985803664,660,23,1982,9999
"1807",397,"Hezbollah",2005,0,7,0.121122866868973,3,1,1,1,1,-0.195741176605225,7,8.25054740905762,0,0,0,1,0,2005,16.6111106872559,4.40740728378296,-1.37018823623657,49,24.5,54.4758148193359,0.00591850001364946,3.5,0,7.78225946426392,0.000845499977003783,660,24,1982,9999
"1808",398,"Iraqi Revenge Brigades",2005,0,0,0,0,0,0,0,0,-1.78292775154114,NA,10.1687288284302,0,0,0,1,0,2005,16.6111106872559,4.40740728378296,0,NA,0,0,0,2.5,0,3.6825590133667,0.00472899992018938,645,1,2005,9999
"1809",399,"Islamic Action in Iraq",1987,0,0,4.71000003780619e-25,0,1,0,0,1,-1.78292775154114,-9,9.71372985839844,0,0,0,1,0,1987,0,0,0,0,0,0,0,1,0,8.68300724029541,0.0105250002816319,645,8,1980,1991
"1810",399,"Islamic Action in Iraq",1988,0,0,4.71000003780619e-25,0,1,0,0,1,-1.78292775154114,-9,9.74320602416992,0,0,0,1,0,1988,0.00308641977608204,0,0,0,0,0,0,1,0,8.763503074646,0.0108232004567981,645,9,1980,1991
"1811",399,"Islamic Action in Iraq",1989,0,0,4.71000003780619e-25,0,1,0,0,1,-1.78292775154114,-9,9.77385807037354,0,0,0,1,0,1989,0.0246913582086563,0,0,0,0,0,0,1.5,0,7.75921630859375,0.0110208997502923,645,10,1980,1991
"1812",399,"Islamic Action in Iraq",1990,0,0,4.71000003780619e-25,0,1,0,0,1,-1.78292775154114,-9,9.80558300018311,0,0,0,1,0,1990,0.0833333358168602,0,0,0,0,0,0,1,0,7.54019975662231,0.0125427003949881,645,11,1980,1991
"1813",399,"Islamic Action in Iraq",1991,1,0,4.71000003780619e-25,0,1,0,0,1,-1.78292775154114,-9,9.76833152770996,0,0,0,1,0,1991,0.19753086566925,0,0,0,0,0,0,1,0,2.68730998039246,0.00826270040124655,645,12,1980,1991
"1814",400,"Islamic Army in Iraq",2004,0,3,0.0629721954464912,1,1,1,0,0,-1.78292775154114,NA,10.1415071487427,0,0,0,1,0,2004,14.4524688720703,3.63395071029663,-5.34878349304199,NA,6,10.9895992279053,0.0172572005540133,2,0,3.66319966316223,0.00575240002945065,645,1,2004,9999
"1815",400,"Islamic Army in Iraq",2005,0,4,0.0629721954464912,1,1,1,0,0,-1.78292775154114,NA,10.1687288284302,0,0,0,1,0,2005,16.6111106872559,4.40740728378296,-7.13171100616455,NA,10,14.7302360534668,0.0189159996807575,2.5,0,3.6825590133667,0.00472899992018938,645,2,2004,9999
"1816",401,"Islamic Glory Brigades in the Land of the Nile",2005,1,0,-5.3199999867187e-34,0,1,0,0,0,-0.341333985328674,-3,11.2588310241699,0,0,0,1,0,2005,16.6111106872559,4.40740728378296,0,0,0,0,0,2.5,0,5.23005533218384,0.00962140038609505,651,1,2005,2005
"1817",402,"Islamic Great Eastern Raiders Front (IBDA-C)",1987,0,0,6.69999998301651e-24,0,1,1,0,0,0.0374785251915455,7,10.8826150894165,0,0,0,1,0,1987,0,0,0,0,0,0,0,5,0,5.07651233673096,0.0130893997848034,640,18,1970,9999
"1818",402,"Islamic Great Eastern Raiders Front (IBDA-C)",1988,0,0,6.69999998301651e-24,0,1,1,0,0,0.0374785251915455,7,10.9033012390137,0,0,0,1,0,1988,0.00308641977608204,0,0,0,0,0,0,5,0,5.02739572525024,0.0132922995835543,640,19,1970,9999
"1819",402,"Islamic Great Eastern Raiders Front (IBDA-C)",1989,0,0,6.69999998301651e-24,0,1,1,0,0,0.0374785251915455,9,10.9234619140625,0,0,0,1,0,1989,0.0246913582086563,0,0,0,0,0,0,5,0,4.95024394989014,0.0125038996338844,640,20,1970,9999
"1820",402,"Islamic Great Eastern Raiders Front (IBDA-C)",1990,0,0,6.69999998301651e-24,0,1,1,0,0,0.0374785251915455,9,10.9430694580078,0,0,0,1,0,1990,0.0833333358168602,0,0,0,0,0,0,5,0,5.36632347106934,0.012725199572742,640,21,1970,9999
"1821",402,"Islamic Great Eastern Raiders Front (IBDA-C)",1991,0,0,6.69999998301651e-24,0,1,1,0,0,0.0374785251915455,9,10.9621496200562,0,0,0,1,0,1991,0.19753086566925,0,0,0,0,0,0,5,0,5.32578372955322,0.0139736998826265,640,22,1970,9999
"1822",402,"Islamic Great Eastern Raiders Front (IBDA-C)",1992,0,0,6.69999998301651e-24,0,1,1,0,0,0.0374785251915455,9,10.9807262420654,0,0,0,1,0,1992,0.38580247759819,0,0,0,0,0,0,5,0,5.49098062515259,0.0138948997482657,640,23,1970,9999
"1823",402,"Islamic Great Eastern Raiders Front (IBDA-C)",1993,0,0,6.69999998301651e-24,0,1,1,0,0,0.0374785251915455,8,10.9987697601318,0,0,0,1,0,1993,0.666666686534882,0,0,0,0,0,0,4,0,5.90802478790283,0.0144736003130674,640,24,1970,9999
"1824",402,"Islamic Great Eastern Raiders Front (IBDA-C)",1994,0,0,6.69999998301651e-24,0,1,1,0,0,0.0374785251915455,8,11.0164480209351,0,0,0,1,0,1994,1.05864202976227,0.00308641977608204,0,0,0,0,0,3,0,5.40707063674927,0.0156498998403549,640,25,1970,9999
"1825",402,"Islamic Great Eastern Raiders Front (IBDA-C)",1995,0,0,6.69999998301651e-24,0,1,1,0,0,0.0374785251915455,8,11.0339241027832,0,0,0,1,0,1995,1.580246925354,0.0246913582086563,0,0,0,0,0,3,0,5.70441961288452,0.0157003998756409,640,26,1970,9999
"1826",402,"Islamic Great Eastern Raiders Front (IBDA-C)",1996,0,0,6.69999998301651e-24,0,1,1,0,0,0.0374785251915455,8,11.0511722564697,0,0,0,1,0,1996,2.25,0.0833333358168602,0,0,0,0,0,3.5,0,6.01962041854858,0.0164477992802858,640,27,1970,9999
"1827",402,"Islamic Great Eastern Raiders Front (IBDA-C)",1997,0,0,6.69999998301651e-24,0,1,1,0,0,0.0374785251915455,7,11.0681638717651,0,0,0,1,0,1997,3.08641982078552,0.19753086566925,0,0,0,0,0,3.5,0,6.36101818084717,0.0167567003518343,640,28,1970,9999
"1828",402,"Islamic Great Eastern Raiders Front (IBDA-C)",1998,0,1,0,0,1,1,0,0,0.0374785251915455,7,11.084864616394,0,0,0,1,0,1998,4.10802459716797,0.38580247759819,0.0374785251915455,7,3.5,6.41831970214844,0.0168025996536016,3.5,0,6.41831970214844,0.0168025996536016,640,29,1970,9999
"1829",402,"Islamic Great Eastern Raiders Front (IBDA-C)",1999,0,1,0,0,1,1,0,0,0.0374785251915455,7,11.1012506484985,0,0,0,1,0,1999,5.33333349227905,0.666666686534882,0.0374785251915455,7,3.5,6.09358263015747,0.0166956000030041,3.5,0,6.09358263015747,0.0166956000030041,640,30,1970,9999
"1830",402,"Islamic Great Eastern Raiders Front (IBDA-C)",2000,0,1,0,0,1,1,0,0,0.0374785251915455,7,11.1173505783081,0,0,0,1,0,2000,6.78086423873901,1.05864202976227,0.0374785251915455,7,3.5,6.42820835113525,0.0150036998093128,3.5,0,6.42820835113525,0.0150036998093128,640,31,1970,9999
"1831",402,"Islamic Great Eastern Raiders Front (IBDA-C)",2001,0,1,0,0,1,1,0,0,0.0374785251915455,7,11.1331996917725,0,0,0,1,0,2001,8.4580249786377,1.5728394985199,0.0374785251915455,7,3.5,5.7085075378418,0.0138593995943666,3.5,0,5.7085075378418,0.0138593995943666,640,32,1970,9999
"1832",402,"Islamic Great Eastern Raiders Front (IBDA-C)",2002,0,1,0,0,1,1,0,0,0.0374785251915455,7,11.1487808227539,0,0,0,1,0,2002,10.3277778625488,2.19074082374573,0.0374785251915455,7,4.5,6.01759099960327,0.0139846000820398,4.5,0,6.01759099960327,0.0139846000820398,640,33,1970,9999
