"","groupid","name","year","failure","allies","alliesties","size","religious","ethnic","drugs","statesponsored","wbgi_gee_cs","polity2","logpop","namerica","latamerica","ssafrica","meast","asia","spline1","spline2","spline3","alliesXgee","alliesXpolity2","alliesXfhouse17","alliesXrgdpch","alliesXcinc","fhouse17","europe","rgdpch","cinc","ccode","age","startdate","enddate"
"1167",223,"New Red Brigades / Communist Combatant Party",1993,0,2,0.0461477525532246,0,0,0,0,0,0.860911786556244,10,17.8590316772461,0,0,0,0,0,1993,0.666666686534882,0,1.72182357311249,20,12,46.6324234008789,0.043444599956274,6,1,23.3162117004395,0.021722299978137,325,10,1984,9999
"1168",223,"New Red Brigades / Communist Combatant Party",1994,0,2,0.0461477525532246,0,0,0,0,0,0.860911786556244,10,17.8617057800293,0,0,0,0,0,1994,1.05864202976227,0.00308641977608204,1.72182357311249,20,13,47.7458419799805,0.04011519998312,6.5,1,23.8729209899902,0.02005759999156,325,11,1984,9999
"1169",223,"New Red Brigades / Communist Combatant Party",1995,0,2,0.0461477525532246,0,0,0,0,0,0.860911786556244,10,17.8633670806885,0,0,0,0,0,1995,1.580246925354,0.0246913582086563,1.72182357311249,20,13,49.4561958312988,0.0413991995155811,6.5,1,24.7280979156494,0.0206995997577906,325,12,1984,9999
"1170",223,"New Red Brigades / Communist Combatant Party",1996,0,2,0.0461477525532246,0,0,0,0,0,0.860911786556244,10,17.8649806976318,0,0,0,0,0,1996,2.25,0.0833333358168602,1.72182357311249,20,13,49.6751556396484,0.0412474013864994,6.5,1,24.8375778198242,0.0206237006932497,325,13,1984,9999
"1171",223,"New Red Brigades / Communist Combatant Party",1997,0,2,0.0461477525532246,0,0,0,0,0,0.860911786556244,10,17.8669376373291,0,0,0,0,0,1997,3.08641982078552,0.19753086566925,1.72182357311249,20,13,50.6105117797852,0.0411502011120319,6.5,1,25.3052558898926,0.020575100556016,325,14,1984,9999
"1172",223,"New Red Brigades / Communist Combatant Party",1998,0,1,0,0,0,0,0,0,0.860911786556244,10,17.8681697845459,0,0,0,0,0,1998,4.10802459716797,0.38580247759819,0.860911786556244,10,6.5,25.6670875549316,0.0211631990969181,6.5,1,25.6670875549316,0.0211631990969181,325,15,1984,9999
"1173",223,"New Red Brigades / Communist Combatant Party",1999,0,1,0,0,0,0,0,0,0.860911786556244,10,17.8690967559814,0,0,0,0,0,1999,5.33333349227905,0.666666686534882,0.860911786556244,10,6.5,26.2061195373535,0.0204668007791042,6.5,1,26.2061195373535,0.0204668007791042,325,16,1984,9999
"1174",223,"New Red Brigades / Communist Combatant Party",2000,0,1,0,0,0,0,0,0,0.860911786556244,10,17.8711032867432,0,0,0,0,0,2000,6.78086423873901,1.05864202976227,0.860911786556244,10,6.5,27.1416568756104,0.0188587997108698,6.5,1,27.1416568756104,0.0188587997108698,325,17,1984,9999
"1175",223,"New Red Brigades / Communist Combatant Party",2001,0,1,0,0,0,0,0,0,0.860911786556244,10,17.8732757568359,0,0,0,0,0,2001,8.4580249786377,1.5728394985199,0.860911786556244,10,6.5,27.5550346374512,0.0185442008078098,6.5,1,27.5550346374512,0.0185442008078098,325,18,1984,9999
"1176",223,"New Red Brigades / Communist Combatant Party",2002,0,1,0,0,0,0,0,0,0.860911786556244,10,17.8746948242188,0,0,0,0,0,2002,10.3277778625488,2.19074082374573,0.860911786556244,10,7,27.6538009643555,0.0184397995471954,7,1,27.6538009643555,0.0184397995471954,325,19,1984,9999
"1177",223,"New Red Brigades / Communist Combatant Party",2003,0,1,0,0,0,0,0,0,0.860911786556244,10,17.8759250640869,0,0,0,0,0,2003,12.3419752120972,2.88641977310181,0.860911786556244,10,7,27.5676231384277,0.0184956006705761,7,1,27.5676231384277,0.0184956006705761,325,20,1984,9999
"1178",223,"New Red Brigades / Communist Combatant Party",2004,0,1,0,0,0,0,0,0,0.860911786556244,10,17.8769435882568,0,0,0,0,0,2004,14.4524688720703,3.63395071029663,0.860911786556244,10,7,27.8743228912354,0.0185087006539106,7,1,27.8743228912354,0.0185087006539106,325,21,1984,9999
"1179",223,"New Red Brigades / Communist Combatant Party",2005,0,1,0,0,0,0,0,0,0.860911786556244,10,17.8777275085449,0,0,0,0,0,2005,16.6111106872559,4.40740728378296,0.860911786556244,10,7,27.7948570251465,0.0183282997459173,7,1,27.7948570251465,0.0183282997459173,325,22,1984,9999
"1180",224,"Organization of Metropolitan Proletariat and Oppressed Peoples",1989,1,0,0,0,0,0,0,0,0.860911786556244,10,17.853946685791,0,0,0,0,0,1989,0.0246913582086563,0,0,0,0,0,0,7,1,22.6796722412109,0.020176300778985,325,1,1989,1989
"1181",225,"Padanian Armed Separatist Phalanx",1998,1,0,0,0,0,1,0,0,0.860911786556244,10,17.8681697845459,0,0,0,0,0,1998,4.10802459716797,0.38580247759819,0,0,0,0,0,6.5,1,25.6670875549316,0.0211631990969181,325,1,1998,1998
"1182",226,"Proletarian Combat Groups",2004,0,1,0,0,0,0,0,0,0.860911786556244,10,17.8769435882568,0,0,0,0,0,2004,14.4524688720703,3.63395071029663,0.860911786556244,10,7,27.8743228912354,0.0185087006539106,7,1,27.8743228912354,0.0185087006539106,325,1,2004,9999
"1183",226,"Proletarian Combat Groups",2005,0,1,0,0,0,0,0,0,0.860911786556244,10,17.8777275085449,0,0,0,0,0,2005,16.6111106872559,4.40740728378296,0.860911786556244,10,7,27.7948570251465,0.0183282997459173,7,1,27.7948570251465,0.0183282997459173,325,2,2004,9999
"1184",227,"Proletarian Nuclei For Communism",2005,0,1,0,0,0,0,0,0,0.860911786556244,10,17.8777275085449,0,0,0,0,0,2005,16.6111106872559,4.40740728378296,0.860911786556244,10,7,27.7948570251465,0.0183282997459173,7,1,27.7948570251465,0.0183282997459173,325,1,2005,9999
"1185",229,"Revolutionary Front for Communism",1996,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8649806976318,0,0,0,0,0,1996,2.25,0.0833333358168602,0,0,0,0,0,6.5,1,24.8375778198242,0.0206237006932497,325,1,1996,9999
"1186",229,"Revolutionary Front for Communism",1997,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8669376373291,0,0,0,0,0,1997,3.08641982078552,0.19753086566925,0,0,0,0,0,6.5,1,25.3052558898926,0.020575100556016,325,2,1996,9999
"1187",229,"Revolutionary Front for Communism",1998,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8681697845459,0,0,0,0,0,1998,4.10802459716797,0.38580247759819,0,0,0,0,0,6.5,1,25.6670875549316,0.0211631990969181,325,3,1996,9999
"1188",229,"Revolutionary Front for Communism",1999,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8690967559814,0,0,0,0,0,1999,5.33333349227905,0.666666686534882,0,0,0,0,0,6.5,1,26.2061195373535,0.0204668007791042,325,4,1996,9999
"1189",229,"Revolutionary Front for Communism",2000,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8711032867432,0,0,0,0,0,2000,6.78086423873901,1.05864202976227,0,0,0,0,0,6.5,1,27.1416568756104,0.0188587997108698,325,5,1996,9999
"1190",229,"Revolutionary Front for Communism",2001,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8732757568359,0,0,0,0,0,2001,8.4580249786377,1.5728394985199,0,0,0,0,0,6.5,1,27.5550346374512,0.0185442008078098,325,6,1996,9999
"1191",229,"Revolutionary Front for Communism",2002,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8746948242188,0,0,0,0,0,2002,10.3277778625488,2.19074082374573,0,0,0,0,0,7,1,27.6538009643555,0.0184397995471954,325,7,1996,9999
"1192",229,"Revolutionary Front for Communism",2003,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8759250640869,0,0,0,0,0,2003,12.3419752120972,2.88641977310181,0,0,0,0,0,7,1,27.5676231384277,0.0184956006705761,325,8,1996,9999
"1193",229,"Revolutionary Front for Communism",2004,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8769435882568,0,0,0,0,0,2004,14.4524688720703,3.63395071029663,0,0,0,0,0,7,1,27.8743228912354,0.0185087006539106,325,9,1996,9999
"1194",229,"Revolutionary Front for Communism",2005,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8777275085449,0,0,0,0,0,2005,16.6111106872559,4.40740728378296,0,0,0,0,0,7,1,27.7948570251465,0.0183282997459173,325,10,1996,9999
"1195",230,"Revolutionary Leninist Brigades",2000,1,0,0,0,0,0,0,0,0.860911786556244,10,17.8711032867432,0,0,0,0,0,2000,6.78086423873901,1.05864202976227,0,0,0,0,0,6.5,1,27.1416568756104,0.0188587997108698,325,1,2000,2000
"1196",231,"Revolutionary Movement",1989,0,0,0,0,0,0,0,0,0.860911786556244,10,17.853946685791,0,0,0,0,0,1989,0.0246913582086563,0,0,0,0,0,0,7,1,22.6796722412109,0.020176300778985,325,1,1989,1991
"1197",231,"Revolutionary Movement",1990,0,0,0,0,0,0,0,0,0.860911786556244,10,17.854040145874,0,0,0,0,0,1990,0.0833333358168602,0,0,0,0,0,0,7,1,23.1686000823975,0.0202386006712914,325,2,1989,1991
"1198",231,"Revolutionary Movement",1991,1,0,0,0,0,0,0,0,0.860911786556244,10,17.8541221618652,0,0,0,0,0,1991,0.19753086566925,0,0,0,0,0,0,7,1,23.5048370361328,0.0212773997336626,325,3,1989,1991
"1199",232,"Revolutionary Offensive Cells",2003,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8759250640869,0,0,0,0,0,2003,12.3419752120972,2.88641977310181,0,0,0,0,0,7,1,27.5676231384277,0.0184956006705761,325,1,2003,9999
"1200",232,"Revolutionary Offensive Cells",2004,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8769435882568,0,0,0,0,0,2004,14.4524688720703,3.63395071029663,0,0,0,0,0,7,1,27.8743228912354,0.0185087006539106,325,2,2003,9999
"1201",232,"Revolutionary Offensive Cells",2005,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8777275085449,0,0,0,0,0,2005,16.6111106872559,4.40740728378296,0,0,0,0,0,7,1,27.7948570251465,0.0183282997459173,325,3,2003,9999
"1202",233,"Revolutionary Proletarian Initative Nuclei",2001,0,1,0,0,0,0,0,0,0.860911786556244,10,17.8732757568359,0,0,0,0,0,2001,8.4580249786377,1.5728394985199,0.860911786556244,10,6.5,27.5550346374512,0.0185442008078098,6.5,1,27.5550346374512,0.0185442008078098,325,1,2001,9999
"1203",233,"Revolutionary Proletarian Initative Nuclei",2002,0,1,0,0,0,0,0,0,0.860911786556244,10,17.8746948242188,0,0,0,0,0,2002,10.3277778625488,2.19074082374573,0.860911786556244,10,7,27.6538009643555,0.0184397995471954,7,1,27.6538009643555,0.0184397995471954,325,2,2001,9999
"1204",233,"Revolutionary Proletarian Initative Nuclei",2003,0,1,0,0,0,0,0,0,0.860911786556244,10,17.8759250640869,0,0,0,0,0,2003,12.3419752120972,2.88641977310181,0.860911786556244,10,7,27.5676231384277,0.0184956006705761,7,1,27.5676231384277,0.0184956006705761,325,3,2001,9999
"1205",233,"Revolutionary Proletarian Initative Nuclei",2004,0,1,0,0,0,0,0,0,0.860911786556244,10,17.8769435882568,0,0,0,0,0,2004,14.4524688720703,3.63395071029663,0.860911786556244,10,7,27.8743228912354,0.0185087006539106,7,1,27.8743228912354,0.0185087006539106,325,4,2001,9999
"1206",233,"Revolutionary Proletarian Initative Nuclei",2005,0,1,0,0,0,0,0,0,0.860911786556244,10,17.8777275085449,0,0,0,0,0,2005,16.6111106872559,4.40740728378296,0.860911786556244,10,7,27.7948570251465,0.0183282997459173,7,1,27.7948570251465,0.0183282997459173,325,5,2001,9999
"1207",234,"Revolutionary Proletarian Nucleus",2000,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8711032867432,0,0,0,0,0,2000,6.78086423873901,1.05864202976227,0,0,0,0,0,6.5,1,27.1416568756104,0.0188587997108698,325,1,2000,9999
"1208",234,"Revolutionary Proletarian Nucleus",2001,0,1,0,0,0,0,0,0,0.860911786556244,10,17.8732757568359,0,0,0,0,0,2001,8.4580249786377,1.5728394985199,0.860911786556244,10,6.5,27.5550346374512,0.0185442008078098,6.5,1,27.5550346374512,0.0185442008078098,325,2,2000,9999
"1209",234,"Revolutionary Proletarian Nucleus",2002,0,1,0,0,0,0,0,0,0.860911786556244,10,17.8746948242188,0,0,0,0,0,2002,10.3277778625488,2.19074082374573,0.860911786556244,10,7,27.6538009643555,0.0184397995471954,7,1,27.6538009643555,0.0184397995471954,325,3,2000,9999
"1210",234,"Revolutionary Proletarian Nucleus",2003,0,1,0,0,0,0,0,0,0.860911786556244,10,17.8759250640869,0,0,0,0,0,2003,12.3419752120972,2.88641977310181,0.860911786556244,10,7,27.5676231384277,0.0184956006705761,7,1,27.5676231384277,0.0184956006705761,325,4,2000,9999
"1211",234,"Revolutionary Proletarian Nucleus",2004,0,1,0,0,0,0,0,0,0.860911786556244,10,17.8769435882568,0,0,0,0,0,2004,14.4524688720703,3.63395071029663,0.860911786556244,10,7,27.8743228912354,0.0185087006539106,7,1,27.8743228912354,0.0185087006539106,325,5,2000,9999
"1212",234,"Revolutionary Proletarian Nucleus",2005,0,1,0,0,0,0,0,0,0.860911786556244,10,17.8777275085449,0,0,0,0,0,2005,16.6111106872559,4.40740728378296,0.860911786556244,10,7,27.7948570251465,0.0183282997459173,7,1,27.7948570251465,0.0183282997459173,325,6,2000,9999
"1213",235,"Sardinian Autonomy Movement",2002,1,0,0,0,0,1,0,0,0.860911786556244,10,17.8746948242188,0,0,0,0,0,2002,10.3277778625488,2.19074082374573,0,0,0,0,0,7,1,27.6538009643555,0.0184397995471954,325,1,2002,2002
"1214",236,"South Tyrol Peoples Party",1987,0,0,0,0,0,1,0,0,0.860911786556244,10,17.8538093566895,0,0,0,0,0,1987,0,0,0,0,0,0,0,7,1,20.9882392883301,0.0191245004534721,325,7,1981,1988
"1215",236,"South Tyrol Peoples Party",1988,1,0,0,0,0,1,0,0,0.860911786556244,10,17.8538856506348,0,0,0,0,0,1988,0.00308641977608204,0,0,0,0,0,0,7,1,21.8846168518066,0.0190743003040552,325,8,1981,1988
"1216",237,"Territorial Anti-Imperialist Nuclei",1995,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8633670806885,0,0,0,0,0,1995,1.580246925354,0.0246913582086563,0,0,0,0,0,6.5,1,24.7280979156494,0.0206995997577906,325,1,1995,9999
"1217",237,"Territorial Anti-Imperialist Nuclei",1996,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8649806976318,0,0,0,0,0,1996,2.25,0.0833333358168602,0,0,0,0,0,6.5,1,24.8375778198242,0.0206237006932497,325,2,1995,9999
"1218",237,"Territorial Anti-Imperialist Nuclei",1997,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8669376373291,0,0,0,0,0,1997,3.08641982078552,0.19753086566925,0,0,0,0,0,6.5,1,25.3052558898926,0.020575100556016,325,3,1995,9999
"1219",237,"Territorial Anti-Imperialist Nuclei",1998,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8681697845459,0,0,0,0,0,1998,4.10802459716797,0.38580247759819,0,0,0,0,0,6.5,1,25.6670875549316,0.0211631990969181,325,4,1995,9999
"1220",237,"Territorial Anti-Imperialist Nuclei",1999,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8690967559814,0,0,0,0,0,1999,5.33333349227905,0.666666686534882,0,0,0,0,0,6.5,1,26.2061195373535,0.0204668007791042,325,5,1995,9999
"1221",237,"Territorial Anti-Imperialist Nuclei",2000,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8711032867432,0,0,0,0,0,2000,6.78086423873901,1.05864202976227,0,0,0,0,0,6.5,1,27.1416568756104,0.0188587997108698,325,6,1995,9999
"1222",237,"Territorial Anti-Imperialist Nuclei",2001,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8732757568359,0,0,0,0,0,2001,8.4580249786377,1.5728394985199,0,0,0,0,0,6.5,1,27.5550346374512,0.0185442008078098,325,7,1995,9999
"1223",237,"Territorial Anti-Imperialist Nuclei",2002,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8746948242188,0,0,0,0,0,2002,10.3277778625488,2.19074082374573,0,0,0,0,0,7,1,27.6538009643555,0.0184397995471954,325,8,1995,9999
"1224",237,"Territorial Anti-Imperialist Nuclei",2003,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8759250640869,0,0,0,0,0,2003,12.3419752120972,2.88641977310181,0,0,0,0,0,7,1,27.5676231384277,0.0184956006705761,325,9,1995,9999
"1225",237,"Territorial Anti-Imperialist Nuclei",2004,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8769435882568,0,0,0,0,0,2004,14.4524688720703,3.63395071029663,0,0,0,0,0,7,1,27.8743228912354,0.0185087006539106,325,10,1995,9999
"1226",237,"Territorial Anti-Imperialist Nuclei",2005,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8777275085449,0,0,0,0,0,2005,16.6111106872559,4.40740728378296,0,0,0,0,0,7,1,27.7948570251465,0.0183282997459173,325,11,1995,9999
"1227",238,"Vitalunismo",1999,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8690967559814,0,0,0,0,0,1999,5.33333349227905,0.666666686534882,0,0,0,0,0,6.5,1,26.2061195373535,0.0204668007791042,325,1,1999,2002
"1228",238,"Vitalunismo",2000,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8711032867432,0,0,0,0,0,2000,6.78086423873901,1.05864202976227,0,0,0,0,0,6.5,1,27.1416568756104,0.0188587997108698,325,2,1999,2002
"1229",238,"Vitalunismo",2001,0,0,0,0,0,0,0,0,0.860911786556244,10,17.8732757568359,0,0,0,0,0,2001,8.4580249786377,1.5728394985199,0,0,0,0,0,6.5,1,27.5550346374512,0.0185442008078098,325,3,1999,2002
"1230",238,"Vitalunismo",2002,1,0,0,0,0,0,0,0,0.860911786556244,10,17.8746948242188,0,0,0,0,0,2002,10.3277778625488,2.19074082374573,0,0,0,0,0,7,1,27.6538009643555,0.0184397995471954,325,4,1999,2002
"1231",239,"Albanian National Army",2002,0,0,0,1,0,1,0,0,-0.391384392976761,9,14.5237655639648,0,0,0,0,0,2002,10.3277778625488,2.19074082374573,0,0,0,0,0,5,1,6.13602352142334,0.000296499987598509,343,1,2002,9999
"1232",239,"Albanian National Army",2003,0,0,0,1,0,1,0,0,-0.391384392976761,9,14.5260772705078,0,0,0,0,0,2003,12.3419752120972,2.88641977310181,0,0,0,0,0,5,1,6.20567607879639,0.000307999987853691,343,2,2002,9999
"1233",239,"Albanian National Army",2004,0,0,0,1,0,1,0,0,-0.391384392976761,9,14.5285024642944,0,0,0,0,0,2004,14.4524688720703,3.63395071029663,0,0,0,0,0,5,1,6.35397386550903,0.000287100003333762,343,3,2002,9999
"1234",239,"Albanian National Army",2005,0,0,0,1,0,1,0,0,-0.391384392976761,9,14.5310363769531,0,0,0,0,0,2005,16.6111106872559,4.40740728378296,0,0,0,0,0,5,1,6.48784255981445,0.000276100006885827,343,4,2002,9999
"1235",240,"Kosovo Liberation Army",1992,0,0,0,2,0,1,0,0,-0.391384392976761,6,14.4517478942871,0,0,0,0,0,1992,0.38580247759819,0,0,0,NA,0,NA,NA,1,6.26578664779663,NA,343,1,1992,1999
"1236",240,"Kosovo Liberation Army",1993,0,0,0,2,0,1,0,0,-0.391384392976761,6,14.4665660858154,0,0,0,0,0,1993,0.666666686534882,0,0,0,0,0,0,5,1,6.16151094436646,0.00026520001119934,343,2,1992,1999
"1237",240,"Kosovo Liberation Army",1994,0,0,0,2,0,1,0,0,-0.391384392976761,6,14.4756355285645,0,0,0,0,0,1994,1.05864202976227,0.00308641977608204,0,0,0,0,0,4.5,1,5.97397041320801,0.000242699999944307,343,3,1992,1999
"1238",240,"Kosovo Liberation Army",1995,0,0,0,2,0,1,0,0,-0.391384392976761,6,14.4854135513306,0,0,0,0,0,1995,1.580246925354,0.0246913582086563,0,0,0,0,0,4.5,1,5.95605087280273,0.000272100005531684,343,4,1992,1999
"1239",240,"Kosovo Liberation Army",1996,0,0,0,2,0,1,0,0,-0.391384392976761,6,14.4941034317017,0,0,0,0,0,1996,2.25,0.0833333358168602,0,0,0,0,0,4.5,1,5.93705415725708,0.00026959998649545,343,5,1992,1999
"1240",240,"Kosovo Liberation Army",1997,0,0,0,2,0,1,0,0,-0.391384392976761,6,14.5010585784912,0,0,0,0,0,1997,3.08641982078552,0.19753086566925,0,0,0,0,0,4.5,1,5.90755081176758,0.00026959998649545,343,6,1992,1999
"1241",240,"Kosovo Liberation Army",1998,0,0,0,2,0,1,0,0,-0.391384392976761,6,14.5063924789429,0,0,0,0,0,1998,4.10802459716797,0.38580247759819,0,0,0,0,0,5,1,6.06302976608276,0.000283800007309765,343,7,1992,1999
"1242",240,"Kosovo Liberation Army",1999,1,0,0,2,0,1,0,0,-0.391384392976761,6,14.5111474990845,0,0,0,0,0,1999,5.33333349227905,0.666666686534882,0,0,0,0,0,5,1,6.2688159942627,0.000283700006548315,343,8,1992,1999
"1243",241,"Macedonian Revolutionary Organization (VMRO)",2001,1,0,0,0,0,1,0,0,-0.391384392976761,6,14.5205430984497,0,0,0,0,0,2001,8.4580249786377,1.5728394985199,0,0,0,0,0,4,1,6.37308359146118,0.000329500006046146,343,1,2001,2001
"1244",242,"21-Jun",2003,1,0,0,0,0,0,0,0,0.784614384174347,10,16.1788101196289,0,0,0,0,0,2003,12.3419752120972,2.88641977310181,0,0,0,0,0,6.5,1,23.5437068939209,0.00378139992244542,350,1,2003,2003
"1245",243,"Anarchist Attack Teams",2000,0,0,0,0,0,0,0,0,0.784614384174347,10,16.1788101196289,0,0,0,0,0,2000,6.78086423873901,1.05864202976227,0,0,0,0,0,6.5,1,23.5437107086182,0.00385420001111925,350,1,2000,2003
"1246",243,"Anarchist Attack Teams",2001,0,0,0,0,0,0,0,0,0.784614384174347,10,16.1788101196289,0,0,0,0,0,2001,8.4580249786377,1.5728394985199,0,0,0,0,0,6.5,1,23.5437107086182,0.0039173997938633,350,2,2000,2003
"1247",243,"Anarchist Attack Teams",2002,0,0,0,0,0,0,0,0,0.784614384174347,10,16.1788101196289,0,0,0,0,0,2002,10.3277778625488,2.19074082374573,0,0,0,0,0,6.5,1,23.5437107086182,0.00391789991408587,350,3,2000,2003
"1248",243,"Anarchist Attack Teams",2003,1,0,0,0,0,0,0,0,0.784614384174347,10,16.1788101196289,0,0,0,0,0,2003,12.3419752120972,2.88641977310181,0,0,0,0,0,6.5,1,23.5437107086182,0.00378139992244542,350,4,2000,2003
"1249",244,"Anarchist Faction",1999,0,0,0,0,0,0,0,0,0.784614384174347,10,16.1703796386719,0,0,0,0,0,1999,5.33333349227905,0.666666686534882,0,0,0,0,0,6,1,19.8410110473633,0.00406179996207356,350,1,1999,2000
"1250",244,"Anarchist Faction",2000,1,0,0,0,0,0,0,0,0.784614384174347,10,16.1724987030029,0,0,0,0,0,2000,6.78086423873901,1.05864202976227,0,0,0,0,0,6,1,20.7074565887451,0.00385420001111925,350,2,1999,2000
"1251",245,"Anarchist Faction for Subversion",1998,0,0,0,0,0,0,0,0,0.784614384174347,10,16.168794631958,0,0,0,0,0,1998,4.10802459716797,0.38580247759819,0,0,0,0,0,6,1,19.1796684265137,0.00429630000144243,350,1,1998,9999
"1252",245,"Anarchist Faction for Subversion",1999,0,0,0,0,0,0,0,0,0.784614384174347,10,16.1703796386719,0,0,0,0,0,1999,5.33333349227905,0.666666686534882,0,0,0,0,0,6,1,19.8410110473633,0.00406179996207356,350,2,1998,9999
"1253",245,"Anarchist Faction for Subversion",2000,0,0,0,0,0,0,0,0,0.784614384174347,10,16.1724987030029,0,0,0,0,0,2000,6.78086423873901,1.05864202976227,0,0,0,0,0,6,1,20.7074565887451,0.00385420001111925,350,3,1998,9999
"1254",245,"Anarchist Faction for Subversion",2001,0,0,0,0,0,0,0,0,0.784614384174347,10,16.1746196746826,0,0,0,0,0,2001,8.4580249786377,1.5728394985199,0,0,0,0,0,6,1,21.487398147583,0.0039173997938633,350,4,1998,9999
"1255",245,"Anarchist Faction for Subversion",2002,0,0,0,0,0,0,0,0,0.784614384174347,10,16.1767292022705,0,0,0,0,0,2002,10.3277778625488,2.19074082374573,0,0,0,0,0,6.5,1,22.2726707458496,0.00391789991408587,350,5,1998,9999
"1256",245,"Anarchist Faction for Subversion",2003,0,0,0,0,0,0,0,0,0.784614384174347,10,16.1788101196289,0,0,0,0,0,2003,12.3419752120972,2.88641977310181,0,0,0,0,0,6.5,1,23.5437068939209,0.00378139992244542,350,6,1998,9999
"1257",245,"Anarchist Faction for Subversion",2004,0,0,0,0,0,0,0,0,0.784614384174347,10,16.1808376312256,0,0,0,0,0,2004,14.4524688720703,3.63395071029663,0,0,0,0,0,6.5,1,24.6291694641113,0.00381599995307624,350,7,1998,9999
"1258",245,"Anarchist Faction for Subversion",2005,0,0,0,0,0,0,0,0,0.784614384174347,10,16.1827926635742,0,0,0,0,0,2005,16.6111106872559,4.40740728378296,0,0,0,0,0,6.5,1,25.4670600891113,0.0039035000372678,350,8,1998,9999
"1259",246,"Anarchist Liberation Brigade",2001,1,0,0,0,0,0,0,0,0.784614384174347,10,16.1746196746826,0,0,0,0,0,2001,8.4580249786377,1.5728394985199,0,0,0,0,0,6,1,21.487398147583,0.0039173997938633,350,1,2001,2001
"1260",247,"Anarchist Solidarity",1989,1,0,0,0,0,0,0,0,0.784614384174347,10,16.1211681365967,0,0,0,0,0,1989,0.0246913582086563,0,0,0,0,0,0,6.5,1,17.1866054534912,0.00341819995082915,350,1,1989,1989
"1261",248,"Anarchist Street Patrol",1998,1,0,0,0,0,0,0,0,0.784614384174347,10,16.168794631958,0,0,0,0,0,1998,4.10802459716797,0.38580247759819,0,0,0,0,0,6,1,19.1796684265137,0.00429630000144243,350,1,1998,1998
"1262",249,"Anarchist Struggle",2000,0,0,0,0,0,0,0,0,0.784614384174347,10,16.1724987030029,0,0,0,0,0,2000,6.78086423873901,1.05864202976227,0,0,0,0,0,6,1,20.7074565887451,0.00385420001111925,350,1,2000,9999
"1263",249,"Anarchist Struggle",2001,0,0,0,0,0,0,0,0,0.784614384174347,10,16.1746196746826,0,0,0,0,0,2001,8.4580249786377,1.5728394985199,0,0,0,0,0,6,1,21.487398147583,0.0039173997938633,350,2,2000,9999
"1264",249,"Anarchist Struggle",2002,0,0,0,0,0,0,0,0,0.784614384174347,10,16.1767292022705,0,0,0,0,0,2002,10.3277778625488,2.19074082374573,0,0,0,0,0,6.5,1,22.2726707458496,0.00391789991408587,350,3,2000,9999
"1265",249,"Anarchist Struggle",2003,0,0,0,0,0,0,0,0,0.784614384174347,10,16.1788101196289,0,0,0,0,0,2003,12.3419752120972,2.88641977310181,0,0,0,0,0,6.5,1,23.5437068939209,0.00378139992244542,350,4,2000,9999
"1266",249,"Anarchist Struggle",2004,0,0,0,0,0,0,0,0,0.784614384174347,10,16.1808376312256,0,0,0,0,0,2004,14.4524688720703,3.63395071029663,0,0,0,0,0,6.5,1,24.6291694641113,0.00381599995307624,350,5,2000,9999
"1267",249,"Anarchist Struggle",2005,0,0,0,0,0,0,0,0,0.784614384174347,10,16.1827926635742,0,0,0,0,0,2005,16.6111106872559,4.40740728378296,0,0,0,0,0,6.5,1,25.4670600891113,0.0039035000372678,350,6,2000,9999
"1268",250,"Anarchists' Attack Group",2000,0,0,0,0,0,0,0,0,0.784614384174347,10,16.1724987030029,0,0,0,0,0,2000,6.78086423873901,1.05864202976227,0,0,0,0,0,6,1,20.7074565887451,0.00385420001111925,350,1,2000,2001
"1269",250,"Anarchists' Attack Group",2001,1,0,0,0,0,0,0,0,0.784614384174347,10,16.1746196746826,0,0,0,0,0,2001,8.4580249786377,1.5728394985199,0,0,0,0,0,6,1,21.487398147583,0.0039173997938633,350,2,2000,2001
